i,j,t,demand
30,1,7,1120
30,1,8,1120
30,1,9,1120
30,1,10,1120
30,1,11,1120
30,1,12,1120
31,1,1,1120
31,1,2,1120
31,1,3,1120
31,1,4,1120
31,1,5,1120
31,1,6,1120
31,1,7,1120
31,1,8,1120
31,1,9,1120
31,1,10,1120
31,1,11,1120
31,1,12,1120
32,1,1,1120
32,1,2,1120
32,1,3,1120
32,1,4,1120
32,1,5,1120
32,1,6,1120
32,1,7,1120
32,1,8,1120
32,1,9,1120
32,1,10,1120
32,1,11,1120
32,1,12,1120
33,1,1,1120
33,1,2,1120
33,1,3,1120
33,1,4,1120
33,1,5,1120
33,1,6,1120
33,1,7,1120
33,1,8,1120
33,1,9,1120
33,1,10,1120
33,1,11,1120
33,1,12,1120
34,1,1,1120
34,1,2,1120
34,1,3,1120
34,1,4,1120
34,1,5,1120
34,1,6,1120
34,1,7,1120
34,1,8,1120
34,1,9,1120
34,1,10,1120
34,1,11,1120
34,1,12,1120
35,1,1,1120
35,1,2,1120
35,1,3,1120
35,1,4,1120
35,1,5,1120
35,1,6,1120
35,1,7,1120
35,1,8,1120
35,1,9,1120
35,1,10,1120
35,1,11,1120
35,1,12,1120
36,1,1,1120
36,1,2,1120
36,1,3,1120
36,1,4,1120
36,1,5,1120
36,1,6,1120
36,1,7,1120
36,1,8,1120
36,1,9,1120
36,1,10,1120
36,1,11,1120
36,1,12,1120
37,1,1,1120
37,1,2,1120
37,1,3,1120
37,1,4,1120
37,1,5,1120
37,1,6,1120
37,1,7,1120
37,1,8,1120
37,1,9,1120
37,1,10,1120
37,1,11,1120
37,1,12,1120
38,1,1,1120
38,1,2,1120
38,1,3,1120
38,1,4,1120
38,1,5,1120
38,1,6,1120
38,1,7,1120
38,1,8,1120
38,1,9,1120
38,1,10,1120
38,1,11,1120
38,1,12,1120
39,1,1,1120
39,1,2,1120
39,1,3,1120
39,1,4,1120
39,1,5,1120
39,1,6,1120
39,1,7,1120
39,1,8,1120
39,1,9,1120
39,1,10,1120
39,1,11,1120
39,1,12,1120
40,1,1,1120
40,1,2,1120
40,1,3,1120
40,1,4,1120
40,1,5,1120
40,1,6,1120
40,1,7,1120
40,1,8,1120
40,1,9,1120
40,1,10,1120
40,1,11,1120
40,1,12,1120
41,1,1,1120
41,1,2,1120
41,1,3,1120
41,1,4,1120
41,1,5,1120
41,1,6,1120
41,1,7,1120
41,1,8,1120
41,1,9,1120
41,1,10,1120
41,1,11,1120
41,1,12,1120
42,1,1,1120
42,1,2,1120
42,1,3,1120
42,1,4,1120
42,1,5,1120
42,1,6,1120
42,1,7,1120
42,1,8,1120
42,1,9,1120
42,1,10,1120
42,1,11,1120
42,1,12,1120
43,1,1,1120
43,1,2,1120
43,1,3,1120
43,1,4,1120
43,1,5,1120
43,1,6,1120
43,1,7,1120
43,1,8,1120
43,1,9,1120
43,1,10,1120
43,1,11,1120
43,1,12,1120
44,1,1,1120
44,1,2,1120
44,1,3,1120
44,1,4,1120
44,1,5,1120
44,1,6,1120
44,1,7,1120
44,1,8,1120
44,1,9,1120
44,1,10,1120
44,1,11,1120
44,1,12,1120
45,1,1,1120
45,1,2,1120
45,1,3,1120
45,1,4,1120
45,1,5,1120
45,1,6,1120
45,1,7,1120
45,1,8,1120
45,1,9,1120
45,1,10,1120
45,1,11,1120
45,1,12,1120
46,1,1,1120
46,1,2,1120
46,1,3,1120
46,1,4,1120
46,1,5,1120
46,1,6,1120
46,1,7,1120
46,1,8,1120
46,1,9,1120
46,1,10,1120
46,1,11,1120
46,1,12,1120
47,1,1,1120
47,1,2,1120
47,1,3,1120
47,1,4,1120
47,1,5,1120
47,1,6,1120
47,1,7,1120
47,1,8,1120
47,1,9,1120
47,1,10,1120
47,1,11,1120
47,1,12,1120
48,1,1,1120
48,1,2,1120
48,1,3,1120
48,1,4,1120
48,1,5,1120
48,1,6,1120
48,1,7,1120
48,1,8,1120
48,1,9,1120
48,1,10,1120
48,1,11,1120
48,1,12,1120
49,1,1,1120
49,1,2,1120
49,1,3,1120
49,1,4,1120
49,1,5,1120
49,1,6,1120
49,1,7,1120
49,1,8,1120
49,1,9,1120
49,1,10,1120
49,1,11,1120
49,1,12,1120
50,1,1,1120
50,1,2,1120
50,1,3,1120
50,1,4,1120
50,1,5,1120
50,1,6,1120
50,1,7,1120
50,1,8,1120
50,1,9,1120
50,1,10,1120
50,1,11,1120
50,1,12,1120
51,1,1,1120
51,1,2,1120
51,1,3,1120
51,1,4,1120
51,1,5,1120
51,1,6,1120
51,1,7,1120
51,1,8,1120
51,1,9,1120
51,1,10,1120
51,1,11,1120
51,1,12,1120
52,1,1,1120
52,1,2,1120
52,1,3,1120
52,1,4,1120
52,1,5,1120
52,1,6,1120
52,1,7,1120
52,1,8,1120
52,1,9,1120
52,1,10,1120
52,1,11,1120
52,1,12,1120
53,1,1,1120
53,1,2,1120
53,1,3,1120
53,1,4,1120
53,1,5,1120
53,1,6,1120
53,1,7,1120
53,1,8,1120
53,1,9,1120
53,1,10,1120
53,1,11,1120
53,1,12,1120
54,1,1,1120
54,1,2,1120
54,1,3,1120
54,1,4,1120
54,1,5,1120
54,1,6,1120
54,1,7,1120
54,1,8,1120
54,1,9,1120
54,1,10,1120
54,1,11,1120
54,1,12,1120
55,1,1,1120
55,1,2,1120
55,1,3,1120
55,1,4,1120
55,1,5,1120
55,1,6,1120
55,1,7,1120
55,1,8,1120
55,1,9,1120
55,1,10,1120
55,1,11,1120
55,1,12,1120
56,1,1,1120
56,1,2,1120
56,1,3,1120
56,1,4,1120
56,1,5,1120
56,1,6,1120
56,1,7,1120
56,1,8,1120
56,1,9,1120
56,1,10,1120
56,1,11,1120
56,1,12,1120
57,1,1,1120
57,1,2,1120
57,1,3,1120
57,1,4,1120
57,1,5,1120
57,1,6,1120
57,1,7,1120
57,1,8,1120
57,1,9,1120
57,1,10,1120
57,1,11,1120
57,1,12,1120
58,1,1,1120
58,1,2,1120
58,1,3,1120
58,1,4,1120
58,1,5,1120
58,1,6,1120
58,1,7,1120
58,1,8,1120
58,1,9,1120
58,1,10,1120
58,1,11,1120
58,1,12,1120
59,1,1,1120
59,1,2,1120
59,1,3,1120
59,1,4,1120
59,1,5,1120
59,1,6,1120
59,1,7,1120
59,1,8,1120
59,1,9,1120
59,1,10,1120
59,1,11,1120
59,1,12,1120
60,1,1,1120
60,1,2,1120
60,1,3,1120
60,1,4,1120
60,1,5,1120
60,1,6,1120
60,1,7,1120
60,1,8,1120
60,1,9,1120
60,1,10,1120
60,1,11,1120
60,1,12,1120
61,1,1,1120
61,1,2,1120
61,1,3,1120
61,1,4,1120
61,1,5,1120
61,1,6,1120
61,1,7,1120
61,1,8,1120
61,1,9,1120
61,1,10,1120
61,1,11,1120
61,1,12,1120
62,1,1,1120
62,1,2,1120
62,1,3,1120
62,1,4,1120
62,1,5,1120
62,1,6,1120
62,1,7,1120
62,1,8,1120
62,1,9,1120
62,1,10,1120
62,1,11,1120
62,1,12,1120
63,1,1,1120
63,1,2,1120
63,1,3,1120
63,1,4,1120
63,1,5,1120
63,1,6,1120
63,1,7,1120
63,1,8,1120
63,1,9,1120
63,1,10,1120
63,1,11,1120
63,1,12,1120
64,1,1,1120
64,1,2,1120
64,1,3,1120
64,1,4,1120
64,1,5,1120
64,1,6,1120
64,1,7,1120
64,1,8,1120
64,1,9,1120
64,1,10,1120
64,1,11,1120
64,1,12,1120
65,1,1,1120
65,1,2,1120
65,1,3,1120
65,1,4,1120
65,1,5,1120
65,1,6,1120
65,1,7,1120
65,1,8,1120
65,1,9,1120
65,1,10,1120
65,1,11,1120
65,1,12,1120
66,1,1,1120
66,1,2,1120
66,1,3,1120
66,1,4,1120
66,1,5,1120
66,1,6,1120
66,1,7,1120
66,1,8,1120
66,1,9,1120
66,1,10,1120
66,1,11,1120
66,1,12,1120
67,1,1,1120
67,1,2,1120
67,1,3,1120
67,1,4,1120
67,1,5,1120
67,1,6,1120
67,1,7,1120
67,1,8,1120
67,1,9,1120
67,1,10,1120
67,1,11,1120
67,1,12,1120
68,1,1,1120
68,1,2,1120
68,1,3,1120
68,1,4,1120
68,1,5,1120
68,1,6,1120
68,1,7,1120
68,1,8,1120
68,1,9,1120
68,1,10,1120
68,1,11,1120
68,1,12,1120
69,1,1,1120
69,1,2,1120
69,1,3,1120
69,1,4,1120
69,1,5,1120
69,1,6,1120
69,1,7,1120
69,1,8,1120
69,1,9,1120
69,1,10,1120
69,1,11,1120
69,1,12,1120
70,1,1,1120
70,1,2,1120
70,1,3,1120
70,1,4,1120
70,1,5,1120
70,1,6,1120
70,1,7,1120
70,1,8,1120
70,1,9,1120
70,1,10,1120
70,1,11,1120
70,1,12,1120
71,1,1,1120
71,1,2,1120
71,1,3,1120
71,1,4,1120
71,1,5,1120
71,1,6,1120
71,1,7,1120
71,1,8,1120
71,1,9,1120
71,1,10,1120
71,1,11,1120
71,1,12,1120
72,1,1,1120
72,1,2,1120
72,1,3,1120
72,1,4,1120
72,1,5,1120
72,1,6,1120
72,1,7,1120
72,1,8,1120
72,1,9,1120
72,1,10,1120
72,1,11,1120
72,1,12,1120
73,1,1,1120
73,1,2,1120
73,1,3,1120
73,1,4,1120
73,1,5,1120
73,1,6,1120
73,1,7,1120
73,1,8,1120
73,1,9,1120
73,1,10,1120
73,1,11,1120
73,1,12,1120
74,1,1,1120
74,1,2,1120
74,1,3,1120
74,1,4,1120
74,1,5,1120
74,1,6,1120
74,1,7,1120
74,1,8,1120
74,1,9,1120
74,1,10,1120
74,1,11,1120
74,1,12,1120
75,1,1,1120
75,1,2,1120
75,1,3,1120
75,1,4,1120
75,1,5,1120
75,1,6,1120
75,1,7,1120
75,1,8,1120
75,1,9,1120
75,1,10,1120
75,1,11,1120
75,1,12,1120
76,1,1,1120
76,1,2,1120
76,1,3,1120
76,1,4,1120
76,1,5,1120
76,1,6,1120
76,1,7,1120
76,1,8,1120
76,1,9,1120
76,1,10,1120
76,1,11,1120
76,1,12,1120
77,1,1,1120
77,1,2,1120
77,1,3,1120
77,1,4,1120
77,1,5,1120
77,1,6,1120
77,1,7,1120
77,1,8,1120
77,1,9,1120
77,1,10,1120
77,1,11,1120
77,1,12,1120
78,1,1,1120
78,1,2,1120
78,1,3,1120
78,1,4,1120
78,1,5,1120
78,1,6,1120
78,1,7,1120
78,1,8,1120
78,1,9,1120
78,1,10,1120
78,1,11,1120
78,1,12,1120
79,1,1,1120
79,1,2,1120
79,1,3,1120
79,1,4,1120
79,1,5,1120
79,1,6,1120
79,1,7,1120
79,1,8,1120
79,1,9,1120
79,1,10,1120
79,1,11,1120
79,1,12,1120
80,1,1,1120
80,1,2,1120
80,1,3,1120
80,1,4,1120
80,1,5,1120
80,1,6,1120
80,1,7,1120
80,1,8,1120
80,1,9,1120
80,1,10,1120
80,1,11,1120
80,1,12,1120
81,1,1,1120
81,1,2,1120
81,1,3,1120
81,1,4,1120
81,1,5,1120
81,1,6,1120
81,1,7,1120
81,1,8,1120
81,1,9,1120
81,1,10,1120
81,1,11,1120
81,1,12,1120
82,1,1,1120
82,1,2,1120
82,1,3,1120
82,1,4,1120
82,1,5,1120
82,1,6,1120
82,1,7,1120
82,1,8,1120
82,1,9,1120
82,1,10,1120
82,1,11,1120
82,1,12,1120
83,1,1,1120
83,1,2,1120
83,1,3,1120
83,1,4,1120
83,1,5,1120
83,1,6,1120
83,1,7,1120
83,1,8,1120
83,1,9,1120
83,1,10,1120
83,1,11,1120
83,1,12,1120
84,1,1,1120
84,1,2,1120
84,1,3,1120
84,1,4,1120
84,1,5,1120
84,1,6,1120
84,1,7,1120
84,1,8,1120
84,1,9,1120
84,1,10,1120
84,1,11,1120
84,1,12,1120
85,1,1,1120
85,1,2,1120
85,1,3,1120
85,1,4,1120
85,1,5,1120
85,1,6,1120
85,1,7,1120
85,1,8,1120
85,1,9,1120
85,1,10,1120
85,1,11,1120
85,1,12,1120
86,1,1,1120
86,1,2,1120
86,1,3,1120
86,1,4,1120
86,1,5,1120
86,1,6,1120
86,1,7,1120
86,1,8,1120
86,1,9,1120
86,1,10,1120
86,1,11,1120
86,1,12,1120
87,1,1,1120
87,1,2,1120
87,1,3,1120
87,1,4,1120
87,1,5,1120
87,1,6,1120
87,1,7,1120
87,1,8,1120
87,1,9,1120
87,1,10,1120
87,1,11,1120
87,1,12,1120
88,1,1,1120
88,1,2,1120
88,1,3,1120
88,1,4,1120
88,1,5,1120
88,1,6,1120
88,1,7,1120
88,1,8,1120
88,1,9,1120
88,1,10,1120
88,1,11,1120
88,1,12,1120
89,1,1,1120
89,1,2,1120
89,1,3,1120
89,1,4,1120
89,1,5,1120
89,1,6,1120
89,1,7,1120
89,1,8,1120
89,1,9,1120
89,1,10,1120
89,1,11,1120
89,1,12,1120
90,1,1,1120
90,1,2,1120
90,1,3,1120
90,1,4,1120
90,1,5,1120
90,1,6,1120
90,1,7,1120
90,1,8,1120
90,1,9,1120
90,1,10,1120
90,1,11,1120
90,1,12,1120
91,1,1,1120
91,1,2,1120
91,1,3,1120
91,1,4,1120
91,1,5,1120
91,1,6,1120
91,1,7,1120
91,1,8,1120
91,1,9,1120
91,1,10,1120
91,1,11,1120
91,1,12,1120
92,1,1,1120
92,1,2,1120
92,1,3,1120
92,1,4,1120
92,1,5,1120
92,1,6,1120
92,1,7,1120
92,1,8,1120
92,1,9,1120
92,1,10,1120
92,1,11,1120
92,1,12,1120
93,1,1,1120
93,1,2,1120
93,1,3,1120
93,1,4,1120
93,1,5,1120
93,1,6,1120
93,1,7,1120
93,1,8,1120
93,1,9,1120
93,1,10,1120
93,1,11,1120
93,1,12,1120
94,1,1,1120
94,1,2,1120
94,1,3,1120
94,1,4,1120
94,1,5,1120
94,1,6,1120
94,1,7,1120
94,1,8,1120
94,1,9,1120
94,1,10,1120
94,1,11,1120
94,1,12,1120
95,1,1,1120
95,1,2,1120
95,1,3,1120
95,1,4,1120
95,1,5,1120
95,1,6,1120
95,1,7,1120
95,1,8,1120
95,1,9,1120
95,1,10,1120
95,1,11,1120
95,1,12,1120
96,1,1,1120
96,1,2,1120
96,1,3,1120
96,1,4,1120
96,1,5,1120
96,1,6,1120
96,1,7,1120
96,1,8,1120
96,1,9,1120
96,1,10,1120
96,1,11,1120
96,1,12,1120
97,1,1,1120
97,1,2,1120
97,1,3,1120
97,1,4,1120
97,1,5,1120
97,1,6,1120
97,1,7,1120
97,1,8,1120
97,1,9,1120
97,1,10,1120
97,1,11,1120
97,1,12,1120
98,1,1,1120
98,1,2,1120
98,1,3,1120
98,1,4,1120
98,1,5,1120
98,1,6,1120
98,1,7,1120
98,1,8,1120
98,1,9,1120
98,1,10,1120
98,1,11,1120
98,1,12,1120
99,1,1,1120
99,1,2,1120
99,1,3,1120
99,1,4,1120
99,1,5,1120
99,1,6,1120
99,1,7,1120
99,1,8,1120
99,1,9,1120
99,1,10,1120
99,1,11,1120
99,1,12,1120
100,1,1,1120
100,1,2,1120
100,1,3,1120
100,1,4,1120
100,1,5,1120
100,1,6,1120
100,1,7,1120
100,1,8,1120
100,1,9,1120
100,1,10,1120
100,1,11,1120
100,1,12,1120
101,1,1,1120
101,1,2,1120
101,1,3,1120
101,1,4,1120
101,1,5,1120
101,1,6,1120
101,1,7,1120
101,1,8,1120
101,1,9,1120
101,1,10,1120
101,1,11,1120
101,1,12,1120
102,1,1,1120
102,1,2,1120
102,1,3,1120
102,1,4,1120
102,1,5,1120
102,1,6,1120
102,1,7,1120
102,1,8,1120
102,1,9,1120
102,1,10,1120
102,1,11,1120
102,1,12,1120
103,1,1,1120
103,1,2,1120
103,1,3,1120
103,1,4,1120
103,1,5,1120
103,1,6,1120
103,1,7,1120
103,1,8,1120
103,1,9,1120
103,1,10,1120
103,1,11,1120
103,1,12,1120
104,1,1,1120
104,1,2,1120
104,1,3,1120
104,1,4,1120
104,1,5,1120
104,1,6,1120
104,1,7,1120
104,1,8,1120
104,1,9,1120
104,1,10,1120
104,1,11,1120
104,1,12,1120
105,1,1,1120
105,1,2,1120
105,1,3,1120
105,1,4,1120
105,1,5,1120
105,1,6,1120
105,1,7,1120
105,1,8,1120
105,1,9,1120
105,1,10,1120
105,1,11,1120
105,1,12,1120
106,1,1,1120
106,1,2,1120
106,1,3,1120
106,1,4,1120
106,1,5,1120
106,1,6,1120
106,1,7,1120
106,1,8,1120
106,1,9,1120
106,1,10,1120
106,1,11,1120
106,1,12,1120
107,1,1,1120
107,1,2,1120
107,1,3,1120
107,1,4,1120
107,1,5,1120
107,1,6,1120
107,1,7,1120
107,1,8,1120
107,1,9,1120
107,1,10,1120
107,1,11,1120
107,1,12,1120
108,1,1,1120
108,1,2,1120
108,1,3,1120
108,1,4,1120
108,1,5,1120
108,1,6,1120
108,1,7,1120
108,1,8,1120
108,1,9,1120
108,1,10,1120
108,1,11,1120
108,1,12,1120
109,1,1,1120
109,1,2,1120
109,1,3,1120
109,1,4,1120
109,1,5,1120
109,1,6,1120
109,1,7,1120
109,1,8,1120
109,1,9,1120
109,1,10,1120
109,1,11,1120
109,1,12,1120
110,1,1,1120
110,1,2,1120
110,1,3,1120
110,1,4,1120
110,1,5,1120
110,1,6,1120
110,1,7,1120
110,1,8,1120
110,1,9,1120
110,1,10,1120
110,1,11,1120
110,1,12,1120
111,1,1,1120
111,1,2,1120
111,1,3,1120
111,1,4,1120
111,1,5,1120
111,1,6,1120
111,1,7,1120
111,1,8,1120
111,1,9,1120
111,1,10,1120
111,1,11,1120
111,1,12,1120
112,1,1,1120
112,1,2,1120
112,1,3,1120
112,1,4,1120
112,1,5,1120
112,1,6,1120
112,1,7,1120
112,1,8,1120
112,1,9,1120
112,1,10,1120
112,1,11,1120
112,1,12,1120
113,1,1,1120
113,1,2,1120
113,1,3,1120
113,1,4,1120
113,1,5,1120
113,1,6,1120
113,1,7,1120
113,1,8,1120
113,1,9,1120
113,1,10,1120
113,1,11,1120
113,1,12,1120
114,1,1,1120
114,1,2,1120
114,1,3,1120
114,1,4,1120
114,1,5,1120
114,1,6,1120
114,1,7,1120
114,1,8,1120
114,1,9,1120
114,1,10,1120
114,1,11,1120
114,1,12,1120
115,1,1,1120
115,1,2,1120
115,1,3,1120
115,1,4,1120
115,1,5,1120
115,1,6,1120
115,1,7,1120
115,1,8,1120
115,1,9,1120
115,1,10,1120
115,1,11,1120
115,1,12,1120
116,1,1,1120
116,1,2,1120
116,1,3,1120
116,1,4,1120
116,1,5,1120
116,1,6,1120
116,1,7,1120
116,1,8,1120
116,1,9,1120
116,1,10,1120
116,1,11,1120
116,1,12,1120
117,1,1,1120
117,1,2,1120
117,1,3,1120
117,1,4,1120
117,1,5,1120
117,1,6,1120
117,1,7,1120
117,1,8,1120
117,1,9,1120
117,1,10,1120
117,1,11,1120
117,1,12,1120
118,1,1,1120
118,1,2,1120
118,1,3,1120
118,1,4,1120
118,1,5,1120
118,1,6,1120
118,1,7,1120
118,1,8,1120
118,1,9,1120
118,1,10,1120
118,1,11,1120
118,1,12,1120
119,1,1,1120
119,1,2,1120
119,1,3,1120
119,1,4,1120
119,1,5,1120
119,1,6,1120
119,1,7,1120
119,1,8,1120
119,1,9,1120
119,1,10,1120
119,1,11,1120
119,1,12,1120
120,1,1,1120
120,1,2,1120
120,1,3,1120
120,1,4,1120
120,1,5,1120
120,1,6,1120
120,1,7,1120
120,1,8,1120
120,1,9,1120
120,1,10,1120
120,1,11,1120
120,1,12,1120
121,1,1,1120
121,1,2,1120
121,1,3,1120
121,1,4,1120
121,1,5,1120
121,1,6,1120
121,1,7,1120
121,1,8,1120
121,1,9,1120
121,1,10,1120
121,1,11,1120
121,1,12,1120
122,1,1,1120
122,1,2,1120
122,1,3,1120
122,1,4,1120
122,1,5,1120
122,1,6,1120
122,1,7,1120
122,1,8,1120
122,1,9,1120
122,1,10,1120
122,1,11,1120
122,1,12,1120
123,1,1,1120
123,1,2,1120
123,1,3,1120
123,1,4,1120
123,1,5,1120
123,1,6,1120
123,1,7,1120
123,1,8,1120
123,1,9,1120
123,1,10,1120
123,1,11,1120
123,1,12,1120
124,1,1,1120
124,1,2,1120
124,1,3,1120
124,1,4,1120
124,1,5,1120
124,1,6,1120
124,1,7,1120
124,1,8,1120
124,1,9,1120
124,1,10,1120
124,1,11,1120
124,1,12,1120
125,1,1,1120
125,1,2,1120
125,1,3,1120
125,1,4,1120
125,1,5,1120
125,1,6,1120
125,1,7,1120
125,1,8,1120
125,1,9,1120
125,1,10,1120
125,1,11,1120
125,1,12,1120
126,1,1,1120
126,1,2,1120
126,1,3,1120
126,1,4,1120
126,1,5,1120
126,1,6,1120
126,1,7,1120
126,1,8,1120
126,1,9,1120
126,1,10,1120
126,1,11,1120
126,1,12,1120
127,1,1,1120
127,1,2,1120
127,1,3,1120
127,1,4,1120
127,1,5,1120
127,1,6,1120
127,1,7,1120
127,1,8,1120
127,1,9,1120
127,1,10,1120
127,1,11,1120
127,1,12,1120
128,1,1,1120
128,1,2,1120
128,1,3,1120
128,1,4,1120
128,1,5,1120
128,1,6,1120
128,1,7,1120
128,1,8,1120
128,1,9,1120
128,1,10,1120
128,1,11,1120
128,1,12,1120
129,1,1,1120
129,1,2,1120
129,1,3,1120
129,1,4,1120
129,1,5,1120
129,1,6,1120
129,1,7,1120
129,1,8,1120
129,1,9,1120
129,1,10,1120
129,1,11,1120
129,1,12,1120
130,1,1,1120
130,1,2,1120
130,1,3,1120
130,1,4,1120
130,1,5,1120
130,1,6,1120
130,1,7,1120
